Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,Over18,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
18,No,Travel_Rarely,975,Sales,6,2,Marketing,1,292,1,Female,31,1,5,Sales Executive,3,Married,9061,21030,1,No,Y,19,3,1,0,17,3,3,11,11,1,0
27,No,Non-Travel,662,Research & Development,29,1,Medical,1,293,3,Female,75,3,5,Human Resources,3,Single,15188,3496,2,No,Y,11,3,4,2,10,1,3,6,11,4,11
43,No,Travel_Rarely,1463,Human Resources,22,3,Other,1,294,4,Female,30,4,2,Healthcare Representative,1,Divorced,6356,28093,1,No,Y,22,3,2,2,37,1,1,1,9,0,1
35,Yes,Travel_Rarely,1245,Human Resources,2,5,Other,1,295,1,Female,67,1,4,Sales Executive,2,Divorced,17178,7189,4,Yes,Y,17,3,4,3,29,5,2,4,14,4,9
34,No,Travel_Frequently,1118,Research & Development,17,5,Life Sciences,1,296,2,Male,40,3,1,Healthcare Representative,2,Single,5531,23571,6,No,Y,10,3,1,3,36,2,1,8,5,7,11
18,Yes,Travel_Rarely,1290,Research & Development,4,1,Marketing,1,297,3,Female,94,1,3,Manufacturing Director,2,Married,13682,24832,4,Yes,Y,15,3,3,0,8,0,3,16,9,1,1
36,No,Non-Travel,939,Research & Development,4,5,Medical,1,298,2,Female,40,1,3,Research Scientist,4,Divorced,2595,29213,1,Yes,Y,14,3,1,2,11,2,2,5,7,8,0
33,No,Travel_Rarely,288,Sales,6,3,Medical,1,299,2,Female,72,4,3,Human Resources,2,Divorced,9458,21046,2,Yes,Y,22,3,3,2,39,4,1,16,3,8,5
23,No,Travel_Rarely,482,Human Resources,29,3,Life Sciences,1,300,4,Male,46,3,1,Healthcare Representative,3,Divorced,9763,23464,7,No,Y,11,3,4,2,7,1,2,18,9,6,0
33,Yes,Travel_Rarely,203,Research & Development,17,3,Life Sciences,1,301,4,Female,89,3,1,Human Resources,4,Divorced,7018,4828,4,Yes,Y,17,3,1,1,7,1,4,11,3,2,5
43,No,Non-Travel,1154,Research & Development,27,1,Technical Degree,1,302,2,Female,54,3,3,Manager,4,Married,3034,19634,2,Yes,Y,24,3,1,1,33,3,1,6,4,2,7
53,Yes,Non-Travel,1102,Research & Development,10,4,Other,1,303,4,Male,76,2,4,Human Resources,3,Married,2518,24956,7,Yes,Y,16,3,1,1,29,1,3,8,14,8,6
30,No,Travel_Frequently,1120,Sales,1,5,Other,1,304,3,Male,95,1,5,Human Resources,1,Divorced,9034,16026,6,Yes,Y,20,3,1,0,18,4,3,4,2,0,12
36,No,Non-Travel,456,Sales,11,1,Technical Degree,1,305,3,Male,32,1,3,Human Resources,4,Married,7395,8594,2,Yes,Y,21,3,1,2,9,4,4,11,1,7,8
42,Yes,Travel_Rarely,700,Sales,3,2,Human Resources,1,306,2,Male,90,1,4,Laboratory Technician,2,Divorced,19457,19291,2,No,Y,23,4,3,2,3,6,4,10,9,5,13
27,No,Travel_Rarely,112,Research & Development,9,1,Human Resources,1,307,1,Male,42,3,1,Human Resources,2,Divorced,6226,27412,1,Yes,Y,10,3,2,3,36,1,4,11,3,0,4
44,No,Travel_Frequently,1423,Sales,12,2,Human Resources,1,308,2,Male,37,2,4,Manager,1,Single,3432,8874,6,Yes,Y,18,3,4,2,36,0,1,12,4,2,1
36,No,Travel_Frequently,979,Human Resources,21,2,Human Resources,1,309,4,Male,97,2,3,Research Scientist,3,Single,15323,24976,1,Yes,Y,20,3,4,3,2,3,2,10,2,2,1
30,No,Travel_Frequently,1490,Human Resources,18,5,Life Sciences,1,310,3,Male,65,4,5,Laboratory Technician,2,Single,8415,18916,2,No,Y,13,3,4,1,2,1,2,6,7,2,7
28,Yes,Non-Travel,849,Research & Development,24,5,Life Sciences,1,311,4,Female,99,2,3,Sales Executive,3,Single,17919,14939,3,No,Y,19,3,2,3,9,4,3,1,10,2,14
55,No,Travel_Rarely,322,Research & Development,27,5,Medical,1,312,3,Female,94,4,3,Manufacturing Director,2,Single,17753,17602,2,No,Y,19,4,2,0,8,4,4,14,3,7,5
37,No,Non-Travel,1474,Human Resources,14,5,Other,1,313,2,Male,98,4,5,Manager,2,Divorced,19210,27519,2,Yes,Y,20,3,2,0,24,2,3,0,12,7,10
35,No,Travel_Frequently,342,Human Resources,4,2,Medical,1,314,3,Female,32,1,5,Research Scientist,2,Single,3892,5200,4,Yes,Y,10,3,4,3,10,4,1,3,10,2,8
45,No,Non-Travel,1307,Sales,28,2,Technical Degree,1,315,4,Female,68,2,5,Manager,4,Divorced,5305,18590,9,Yes,Y,12,3,2,3,0,5,4,16,10,2,13
43,Yes,Non-Travel,764,Human Resources,23,4,Medical,1,316,1,Female,31,4,1,Manufacturing Director,1,Divorced,13144,19999,9,No,Y,13,3,1,2,22,1,1,11,8,4,4
31,No,Travel_Frequently,151,Sales,12,1,Marketing,1,317,1,Female,73,2,3,Manager,4,Married,10690,5116,3,Yes,Y,11,3,4,0,4,5,2,17,10,8,4
26,Yes,Travel_Rarely,514,Human Resources,11,5,Medical,1,318,3,Female,48,3,3,Laboratory Technician,2,Divorced,14120,22396,6,Yes,Y,22,3,3,0,33,1,4,11,7,3,4
30,No,Non-Travel,547,Human Resources,13,2,Marketing,1,319,2,Male,93,4,5,Healthcare Representative,1,Single,19702,11513,7,Yes,Y,22,3,2,1,19,5,3,10,6,7,1
48,No,Travel_Rarely,1299,Human Resources,2,5,Marketing,1,320,2,Female,54,3,1,Healthcare Representative,4,Single,5935,24545,3,Yes,Y,16,3,1,0,26,5,2,14,5,8,9
50,No,Travel_Frequently,1136,Sales,20,4,Medical,1,321,3,Female,91,4,4,Healthcare Representative,1,Divorced,2324,13564,3,Yes,Y,18,4,1,0,39,4,4,14,14,0,8
20,Yes,Travel_Rarely,749,Research & Development,14,3,Other,1,322,1,Male,43,4,4,Manager,4,Divorced,19636,20199,0,Yes,Y,18,3,3,0,4,4,4,19,3,9,10
54,No,Travel_Rarely,1120,Sales,12,1,Life Sciences,1,323,3,Male,60,1,5,Manager,1,Divorced,16539,19951,6,Yes,Y,10,3,2,1,30,0,1,18,8,2,0
42,No,Non-Travel,567,Sales,3,5,Human Resources,1,324,4,Female,88,1,5,Sales Executive,4,Divorced,17508,10473,1,Yes,Y,19,3,3,1,0,2,3,15,13,2,12
48,No,Travel_Frequently,1436,Research & Development,14,4,Life Sciences,1,325,1,Male,49,1,1,Research Scientist,3,Divorced,13918,25641,0,No,Y,10,3,4,2,28,5,3,18,10,6,12
35,No,Travel_Frequently,993,Research & Development,7,3,Marketing,1,326,4,Male,40,4,3,Research Scientist,4,Single,11930,21054,3,Yes,Y,16,3,1,1,32,2,1,10,12,5,14
28,No,Travel_Rarely,527,Sales,27,1,Human Resources,1,327,1,Male,70,2,2,Research Scientist,2,Single,5907,29174,1,No,Y,18,3,1,1,39,4,3,1,13,4,14
50,Yes,Travel_Frequently,192,Sales,7,2,Other,1,328,3,Female,65,3,5,Human Resources,1,Single,15558,27714,9,Yes,Y,11,3,1,0,20,3,1,8,2,2,14
53,No,Travel_Frequently,1124,Human Resources,6,5,Marketing,1,329,4,Male,50,1,4,Human Resources,1,Single,8010,14262,5,No,Y,18,3,4,1,20,0,1,13,14,1,7
41,No,Travel_Frequently,1497,Human Resources,12,2,Medical,1,330,3,Female,67,3,5,Human Resources,4,Divorced,13984,19566,2,Yes,Y,15,3,3,2,8,6,4,11,5,1,7
49,Yes,Non-Travel,810,Human Resources,28,2,Medical,1,331,2,Female,33,1,2,Sales Executive,3,Married,15983,14446,6,Yes,Y,24,3,1,0,19,3,1,18,4,8,13
59,No,Travel_Frequently,297,Sales,6,5,Medical,1,332,1,Male,89,1,1,Healthcare Representative,2,Single,9432,9799,2,Yes,Y,13,4,2,3,3,3,3,0,0,4,5
22,No,Travel_Frequently,1220,Human Resources,7,5,Human Resources,1,333,4,Female,92,1,2,Human Resources,3,Divorced,12384,7278,9,Yes,Y,15,3,2,2,24,4,1,8,8,3,3
40,No,Travel_Rarely,132,Research & Development,26,2,Other,1,334,1,Female,74,3,4,Sales Executive,3,Married,10215,10181,5,Yes,Y,10,4,4,2,11,1,2,13,7,6,6
59,No,Travel_Rarely,529,Human Resources,10,4,Marketing,1,335,3,Male,80,4,5,Human Resources,2,Divorced,17306,17005,1,No,Y,24,3,1,3,17,0,2,10,4,2,4
51,Yes,Travel_Rarely,1255,Human Resources,21,5,Life Sciences,1,336,3,Female,31,2,4,Laboratory Technician,1,Married,7934,25686,1,Yes,Y,17,3,3,0,38,0,2,17,7,1,13
46,No,Travel_Rarely,1427,Human Resources,16,5,Marketing,1,337,3,Male,45,1,5,Human Resources,3,Single,16755,22161,8,No,Y,14,3,1,1,6,1,4,5,2,2,4
34,No,Travel_Frequently,1181,Sales,4,2,Other,1,338,1,Female,91,1,1,Manufacturing Director,4,Divorced,8503,18240,7,No,Y,19,3,1,2,6,3,3,18,1,0,2
24,No,Travel_Frequently,1482,Sales,24,2,Human Resources,1,339,3,Male,84,2,1,Human Resources,3,Single,17084,24875,6,No,Y,21,3,4,3,36,6,4,14,8,1,2
40,No,Non-Travel,351,Sales,9,4,Marketing,1,340,4,Female,31,3,4,Sales Executive,1,Married,10153,10715,6,No,Y,11,3,2,2,20,4,4,11,10,2,1
40,No,Non-Travel,1252,Sales,12,1,Life Sciences,1,341,4,Female,71,2,2,Healthcare Representative,4,Single,2572,7901,5,Yes,Y,15,4,1,0,11,5,4,12,7,6,1
53,No,Non-Travel,243,Research & Development,7,5,Life Sciences,1,342,2,Male,92,2,1,Manager,1,Married,9508,21988,8,No,Y,13,3,1,1,0,3,4,4,13,1,4
48,No,Non-Travel,964,Research & Development,17,3,Marketing,1,343,4,Female,48,2,4,Manufacturing Director,4,Married,6605,15160,8,Yes,Y,23,3,4,0,29,3,1,6,13,4,10
28,No,Travel_Rarely,1063,Human Resources,2,2,Life Sciences,1,344,3,Male,86,3,3,Sales Executive,4,Single,19947,22361,8,No,Y,23,4,4,2,39,4,4,2,2,3,2
22,No,Travel_Frequently,295,Sales,12,3,Life Sciences,1,345,1,Male,94,4,4,Manager,4,Single,13579,17964,6,No,Y,11,3,3,1,8,1,4,4,5,2,6
27,No,Non-Travel,1313,Research & Development,15,5,Human Resources,1,346,4,Male,87,1,3,Healthcare Representative,4,Single,14003,12178,3,Yes,Y,17,3,1,1,39,3,3,1,0,8,14
32,No,Travel_Rarely,571,Research & Development,14,2,Medical,1,347,3,Male,95,2,3,Sales Executive,2,Married,4460,2699,3,Yes,Y,22,3,3,0,1,2,2,6,13,6,6
31,Yes,Travel_Rarely,759,Sales,22,2,Marketing,1,348,2,Female,79,2,1,Healthcare Representative,2,Divorced,14585,18328,3,No,Y,23,4,1,0,2,2,2,11,10,5,7
28,No,Travel_Rarely,1287,Research & Development,15,3,Technical Degree,1,349,1,Male,98,3,5,Manager,2,Single,17735,12313,8,Yes,Y,24,3,1,0,10,2,2,4,6,6,5
28,No,Travel_Rarely,648,Sales,22,5,Marketing,1,350,1,Female,83,4,5,Healthcare Representative,3,Divorced,16101,15704,6,No,Y,17,3,4,0,1,2,1,9,9,1,4
41,No,Non-Travel,1356,Human Resources,25,5,Life Sciences,1,351,4,Female,32,3,4,Human Resources,2,Married,16530,19058,2,No,Y,15,3,3,2,13,4,4,3,5,9,8
39,No,Travel_Rarely,614,Research & Development,28,2,Human Resources,1,352,1,Female,39,2,2,Healthcare Representative,1,Divorced,9405,2179,8,No,Y,15,3,1,0,23,6,2,18,2,9,12
25,No,Travel_Rarely,465,Human Resources,21,5,Technical Degree,1,353,1,Male,30,2,2,Manufacturing Director,3,Married,8646,15847,4,No,Y,18,3,1,1,29,1,2,14,6,9,5
37,No,Travel_Rarely,1227,Sales,12,4,Technical Degree,1,354,4,Female,59,3,1,Research Scientist,3,Divorced,2796,12370,7,No,Y,18,3,2,1,8,4,2,3,5,3,1
42,No,Non-Travel,1288,Sales,12,5,Human Resources,1,355,1,Female,93,3,4,Research Scientist,3,Married,11734,8901,9,Yes,Y,14,3,3,2,1,4,3,10,8,0,2
54,No,Non-Travel,387,Research & Development,29,3,Life Sciences,1,356,4,Male,34,3,5,Manufacturing Director,2,Married,15877,28381,7,No,Y,12,3,2,1,7,6,2,0,12,6,7
44,No,Travel_Rarely,200,Sales,13,3,Technical Degree,1,357,4,Female,82,3,1,Sales Executive,1,Married,2435,19489,0,Yes,Y,23,3,4,3,6,5,3,17,3,1,2
42,No,Travel_Rarely,226,Human Resources,24,3,Other,1,358,3,Male,60,3,1,Sales Executive,1,Married,10309,25134,6,No,Y,24,3,1,0,29,0,3,8,0,0,6
51,No,Travel_Rarely,556,Sales,5,1,Marketing,1,359,1,Female,99,4,1,Sales Executive,4,Single,15055,8684,8,Yes,Y,18,4,4,2,24,4,1,19,5,9,7
41,No,Travel_Rarely,144,Sales,7,1,Technical Degree,1,360,2,Male,80,2,5,Healthcare Representative,3,Married,8417,15583,5,Yes,Y,14,3,4,3,31,4,4,18,11,0,3
36,No,Travel_Frequently,1399,Research & Development,21,5,Technical Degree,1,361,1,Female,98,1,3,Laboratory Technician,2,Divorced,7897,28320,7,Yes,Y,12,3,4,0,28,1,4,9,14,4,13
37,No,Travel_Rarely,1069,Human Resources,29,2,Medical,1,362,4,Male,32,4,2,Laboratory Technician,1,Single,8615,19297,4,No,Y,10,3,1,1,20,2,3,8,11,5,1
40,Yes,Travel_Rarely,1126,Sales,10,4,Marketing,1,363,4,Male,31,3,5,Manufacturing Director,2,Divorced,16953,16157,1,Yes,Y,24,3,2,1,27,3,1,13,2,0,8
27,No,Travel_Frequently,1413,Research & Development,26,2,Life Sciences,1,364,1,Female,35,4,1,Healthcare Representative,2,Divorced,7462,28270,9,No,Y,23,3,4,1,18,1,1,0,11,7,13
48,No,Non-Travel,1471,Sales,14,3,Life Sciences,1,365,2,Male,60,2,2,Manufacturing Director,2,Married,18261,4343,7,Yes,Y,14,4,3,1,36,6,1,14,4,2,7
41,No,Travel_Frequently,1405,Sales,22,1,Life Sciences,1,366,4,Male,65,2,2,Manager,1,Single,8151,27219,1,No,Y,19,3,3,0,30,2,3,14,10,2,3
43,No,Travel_Rarely,1447,Sales,29,2,Marketing,1,367,3,Male,69,3,3,Laboratory Technician,4,Divorced,10984,9706,6,Yes,Y,20,4,4,3,28,5,2,17,0,7,12
21,No,Non-Travel,1292,Sales,27,1,Marketing,1,368,3,Male,51,2,1,Manufacturing Director,4,Single,2217,7136,2,Yes,Y,13,3,2,0,17,4,2,10,11,4,6
32,No,Travel_Rarely,428,Sales,22,3,Human Resources,1,369,3,Female,69,4,1,Human Resources,4,Single,6484,22074,8,No,Y,11,4,3,2,15,2,3,7,9,6,13
22,No,Travel_Frequently,544,Sales,15,4,Technical Degree,1,370,1,Female,84,3,3,Research Scientist,2,Single,12905,17050,6,No,Y,11,3,2,3,13,2,2,2,9,9,8
56,Yes,Non-Travel,123,Human Resources,27,5,Human Resources,1,371,4,Female,57,3,4,Healthcare Representative,1,Married,9217,29942,1,No,Y,16,4,2,0,2,2,1,15,8,0,0
38,No,Travel_Frequently,651,Research & Development,29,4,Marketing,1,372,2,Female,69,3,3,Manager,1,Single,17490,9133,5,No,Y,10,3,2,3,30,3,3,16,9,6,8
56,No,Non-Travel,703,Sales,6,2,Medical,1,373,1,Male,92,1,1,Manufacturing Director,1,Divorced,17449,5906,7,No,Y,23,3,2,2,28,6,1,9,2,0,12
19,Yes,Non-Travel,833,Research & Development,13,5,Other,1,374,3,Male,94,3,2,Manager,3,Single,14554,27566,9,No,Y,13,3,1,1,26,5,1,15,7,8,8
46,No,Non-Travel,502,Research & Development,9,1,Marketing,1,375,2,Male,45,4,5,Manufacturing Director,4,Married,5636,13154,9,No,Y,19,3,4,0,33,3,2,8,11,3,3
32,No,Travel_Frequently,1188,Sales,26,5,Life Sciences,1,376,2,Male,42,4,4,Healthcare Representative,4,Single,18744,18235,5,Yes,Y,19,3,1,1,14,5,2,9,11,0,12
38,No,Travel_Frequently,1059,Human Resources,29,3,Marketing,1,377,1,Female,73,1,5,Sales Executive,3,Married,10397,25498,8,No,Y,19,3,1,3,13,0,3,13,5,9,7
50,No,Travel_Frequently,528,Research & Development,7,2,Human Resources,1,378,4,Male,66,2,3,Healthcare Representative,4,Single,16982,16705,2,Yes,Y,20,3,3,2,11,0,2,1,13,8,1
21,Yes,Travel_Frequently,1199,Sales,23,2,Other,1,379,4,Male,85,3,1,Manufacturing Director,4,Married,8156,24284,1,Yes,Y,10,3,1,1,30,0,4,17,0,6,13
48,No,Travel_Frequently,423,Sales,28,5,Other,1,380,4,Male,93,3,1,Human Resources,3,Single,13390,11572,9,No,Y,10,3,2,0,19,0,2,12,12,1,1
24,No,Travel_Frequently,227,Research & Development,7,4,Life Sciences,1,381,2,Male,90,1,3,Healthcare Representative,3,Single,15046,7685,9,No,Y,22,4,4,1,19,1,3,3,10,7,9
39,No,Travel_Frequently,632,Research & Development,20,2,Marketing,1,382,2,Male,85,3,5,Healthcare Representative,4,Divorced,5985,22824,9,No,Y,14,3,3,3,28,5,2,12,3,8,4
42,No,Travel_Rarely,497,Sales,11,4,Human Resources,1,383,2,Female,81,4,3,Research Scientist,1,Married,15714,7023,4,Yes,Y,14,3,2,3,11,3,4,1,12,6,3
36,Yes,Travel_Rarely,195,Sales,11,3,Human Resources,1,384,3,Female,77,2,5,Healthcare Representative,1,Single,15056,9867,3,Yes,Y,15,3,2,1,35,5,3,16,12,6,1
25,No,Non-Travel,1073,Research & Development,14,5,Technical Degree,1,385,3,Male,77,1,1,Sales Executive,2,Married,11295,6278,0,No,Y,19,4,2,1,10,6,2,8,5,6,6
32,No,Travel_Frequently,1035,Human Resources,15,4,Other,1,386,3,Male,91,3,4,Research Scientist,4,Single,6287,19996,9,No,Y,19,3,2,3,35,4,2,3,0,5,13
40,No,Non-Travel,593,Human Resources,29,3,Technical Degree,1,387,4,Male,65,4,1,Research Scientist,1,Single,4877,25591,6,No,Y,19,3,2,2,9,5,3,19,11,8,3
28,No,Non-Travel,193,Research & Development,10,3,Human Resources,1,388,3,Male,85,4,3,Manufacturing Director,3,Single,13219,25869,4,Yes,Y,11,3,2,3,8,3,4,0,12,0,11
39,No,Travel_Frequently,826,Human Resources,29,1,Medical,1,389,1,Male,97,2,2,Manufacturing Director,2,Married,17012,3702,3,No,Y,20,3,2,3,14,0,4,16,12,0,8
54,No,Travel_Rarely,358,Sales,2,1,Technical Degree,1,390,1,Female,53,2,5,Research Scientist,3,Married,13835,14199,5,No,Y,16,3,1,2,13,3,3,12,12,1,2
34,No,Non-Travel,1256,Human Resources,21,5,Other,1,391,4,Male,76,1,4,Human Resources,2,Married,9854,6881,3,Yes,Y,15,3,3,0,19,4,1,15,10,1,0
32,No,Travel_Frequently,876,Sales,6,3,Marketing,1,392,4,Female,55,1,5,Laboratory Technician,2,Divorced,7599,27248,8,No,Y,10,3,2,3,37,6,1,15,2,0,0
35,No,Non-Travel,997,Sales,18,3,Life Sciences,1,393,4,Female,76,4,2,Manufacturing Director,1,Divorced,6011,28513,3,Yes,Y,11,3,1,0,16,0,4,2,8,2,6
50,No,Travel_Rarely,466,Research & Development,1,5,Human Resources,1,394,2,Female,46,1,2,Human Resources,3,Single,13015,9525,2,Yes,Y,24,3,4,1,21,1,3,12,0,7,11
21,No,Travel_Frequently,632,Human Resources,9,5,Medical,1,395,1,Female,49,2,1,Manufacturing Director,4,Single,17498,24847,7,Yes,Y,19,4,3,2,37,3,2,18,12,3,10
49,No,Travel_Rarely,100,Sales,3,4,Life Sciences,1,396,4,Female,65,3,5,Healthcare Representative,4,Single,9028,11064,5,Yes,Y,11,3,4,0,13,4,3,8,12,9,8
42,Yes,Travel_Rarely,1195,Human Resources,15,4,Human Resources,1,397,4,Female,97,1,3,Manufacturing Director,3,Divorced,16621,10492,4,Yes,Y,23,3,4,1,12,0,4,6,8,6,0
53,No,Travel_Rarely,1317,Sales,20,4,Medical,1,398,2,Female,75,2,3,Healthcare Representative,4,Divorced,9088,10247,6,No,Y,19,3,1,2,35,3,3,7,2,7,10
40,No,Non-Travel,190,Human Resources,27,3,Medical,1,399,2,Female,65,1,4,Laboratory Technician,2,Married,13149,29934,4,No,Y,12,3,4,1,33,0,3,1,4,2,2
21,No,Non-Travel,437,Sales,23,5,Medical,1,400,1,Female,94,3,4,Sales Executive,1,Single,12316,21622,7,Yes,Y,23,3,1,0,33,1,3,12,13,5,0
47,No,Non-Travel,664,Sales,13,5,Human Resources,1,401,2,Female,81,4,5,Human Resources,3,Divorced,18963,9127,3,Yes,Y,11,4,1,1,30,0,3,18,6,4,6
21,No,Non-Travel,1346,Human Resources,18,3,Technical Degree,1,402,1,Male,54,4,4,Manager,2,Single,6932,8165,7,No,Y,10,3,3,3,2,6,4,12,7,8,12
55,No,Travel_Rarely,1250,Research & Development,22,3,Marketing,1,403,4,Male,75,3,5,Manufacturing Director,2,Single,15762,19841,2,Yes,Y,24,3,1,0,0,3,4,8,7,5,12
50,No,Non-Travel,451,Research & Development,2,1,Human Resources,1,404,3,Male,34,1,2,Research Scientist,3,Married,16992,7897,6,No,Y,14,3,1,2,24,2,2,3,1,7,1
39,No,Non-Travel,1127,Sales,2,2,Medical,1,405,2,Male,41,3,3,Manufacturing Director,1,Divorced,3660,5863,3,No,Y,18,3,2,1,23,2,3,10,12,3,8
49,Yes,Travel_Frequently,880,Sales,21,5,Other,1,406,1,Male,65,4,5,Healthcare Representative,2,Divorced,11667,19165,2,No,Y,24,3,3,0,6,0,3,3,9,0,0
20,No,Non-Travel,258,Research & Development,6,3,Medical,1,407,1,Male,60,4,1,Sales Executive,1,Divorced,15443,21477,3,No,Y,12,3,3,1,9,2,2,6,2,9,8
57,No,Travel_Frequently,263,Sales,23,4,Life Sciences,1,408,3,Female,49,2,2,Healthcare Representative,4,Single,11948,11536,6,Yes,Y,19,3,1,0,35,0,4,10,4,0,11
38,No,Non-Travel,1001,Human Resources,25,5,Life Sciences,1,409,3,Male,82,1,4,Healthcare Representative,2,Divorced,19375,19479,9,No,Y,18,3,2,3,33,6,2,11,4,5,11
52,No,Travel_Frequently,331,Human Resources,1,5,Life Sciences,1,410,1,Male,83,2,5,Human Resources,4,Married,6998,18575,2,No,Y,10,3,3,3,23,5,4,7,1,3,7
37,No,Travel_Frequently,912,Sales,24,2,Other,1,411,1,Male,82,2,3,Sales Executive,1,Single,7198,27306,2,No,Y,10,3,4,0,4,6,2,10,0,1,11
25,No,Non-Travel,1167,Research & Development,16,5,Technical Degree,1,412,1,Female,67,2,5,Healthcare Representative,2,Married,9308,27357,5,Yes,Y,14,3,1,2,21,1,2,15,8,7,7
26,No,Travel_Frequently,128,Research & Development,27,3,Medical,1,413,1,Male,91,1,4,Research Scientist,2,Single,8759,29467,5,No,Y,24,3,4,2,6,4,2,5,8,0,4
59,No,Travel_Rarely,1081,Human Resources,23,2,Other,1,414,1,Male,70,4,2,Healthcare Representative,4,Single,11105,3538,7,Yes,Y,24,3,3,0,33,1,3,19,11,4,3
26,No,Travel_Frequently,221,Research & Development,18,1,Life Sciences,1,415,3,Female,77,2,3,Manager,1,Single,8332,14147,0,Yes,Y,14,3,2,0,27,1,2,15,6,4,10
40,No,Non-Travel,396,Research & Development,2,4,Marketing,1,416,3,Male,73,3,4,Human Resources,3,Divorced,11296,21461,3,No,Y,10,3,2,0,38,1,2,16,0,7,6
30,No,Travel_Frequently,877,Sales,18,1,Human Resources,1,417,4,Male,89,2,5,Research Scientist,4,Divorced,2784,17072,6,Yes,Y,22,3,2,2,37,1,4,3,14,4,5
26,No,Travel_Frequently,113,Human Resources,13,3,Technical Degree,1,418,1,Male,84,3,5,Sales Executive,3,Divorced,11554,26662,6,No,Y,10,3,4,3,5,2,3,16,4,6,13
24,No,Travel_Frequently,1296,Research & Development,9,3,Medical,1,419,2,Male,45,2,2,Human Resources,4,Married,19155,27175,3,No,Y,24,3,4,1,26,4,3,16,12,2,1
44,No,Travel_Frequently,191,Human Resources,7,4,Human Resources,1,420,4,Male,94,4,2,Research Scientist,2,Divorced,10589,12018,3,Yes,Y,12,3,2,2,33,4,3,4,12,3,8
35,No,Travel_Rarely,859,Research & Development,22,5,Other,1,421,1,Male,79,4,5,Healthcare Representative,1,Married,10675,4456,7,No,Y,24,3,3,0,2,6,3,16,3,7,6
41,Yes,Travel_Frequently,893,Human Resources,9,4,Marketing,1,422,1,Male,47,3,3,Laboratory Technician,4,Married,13954,19692,0,No,Y,19,3,2,1,4,4,2,15,7,4,6
40,No,Non-Travel,1209,Research & Development,6,5,Other,1,423,4,Male,74,1,2,Research Scientist,3,Divorced,9413,21124,6,Yes,Y,13,3,2,1,30,6,4,6,2,7,8
54,No,Travel_Rarely,825,Sales,21,3,Technical Degree,1,424,4,Male,92,2,4,Research Scientist,3,Single,12301,13557,3,Yes,Y,10,3,4,0,1,0,3,17,3,3,5
53,No,Travel_Rarely,474,Research & Development,29,5,Life Sciences,1,425,3,Male,83,2,1,Human Resources,4,Divorced,7854,20481,8,Yes,Y,24,3,2,3,13,4,4,1,7,3,4
33,Yes,Travel_Rarely,188,Research & Development,25,2,Life Sciences,1,426,2,Male,92,3,5,Laboratory Technician,3,Single,3775,8857,4,No,Y,12,3,4,0,26,4,2,17,7,2,5
31,Yes,Travel_Rarely,1244,Sales,19,1,Human Resources,1,427,1,Male,47,3,1,Research Scientist,2,Single,18511,5128,4,No,Y,12,3,1,2,8,2,4,12,5,3,1
19,No,Non-Travel,776,Sales,12,2,Human Resources,1,428,3,Male,34,1,4,Manager,4,Married,9665,14345,1,No,Y,17,3,2,3,33,6,3,7,14,2,13
47,No,Travel_Rarely,937,Sales,10,1,Human Resources,1,429,1,Male,43,1,1,Manufacturing Director,1,Divorced,4086,16607,6,No,Y,20,3,3,0,30,4,2,17,12,3,12
50,No,Travel_Rarely,133,Human Resources,8,1,Technical Degree,1,430,1,Female,44,3,5,Sales Executive,2,Single,5078,22168,9,Yes,Y,19,3,4,0,0,0,4,2,0,6,7
59,No,Travel_Rarely,577,Human Resources,12,5,Other,1,431,3,Male,59,3,3,Human Resources,4,Married,13455,9025,5,No,Y,14,3,4,3,21,0,2,19,9,8,10
21,No,Travel_Rarely,1353,Human Resources,3,3,Other,1,432,3,Male,58,1,4,Healthcare Representative,4,Single,3160,7679,3,No,Y,24,3,1,3,16,5,2,8,3,2,14
53,No,Travel_Rarely,1422,Research & Development,5,1,Marketing,1,433,2,Female,69,4,5,Human Resources,3,Married,8635,20315,5,Yes,Y,11,3,1,0,38,2,2,13,8,0,6
23,No,Non-Travel,1150,Research & Development,10,5,Human Resources,1,434,4,Female,57,2,5,Manager,4,Single,19026,19489,0,No,Y,21,3,3,0,14,6,4,2,0,8,1
43,No,Travel_Frequently,938,Research & Development,13,2,Technical Degree,1,435,1,Female,38,3,3,Sales Executive,4,Divorced,16768,19974,4,Yes,Y,12,3,2,3,22,1,2,6,9,6,1
51,No,Travel_Frequently,486,Research & Development,4,4,Medical,1,436,2,Male,58,4,4,Sales Executive,4,Married,7149,22114,9,No,Y,14,3,1,0,10,2,4,10,7,1,11
45,No,Travel_Frequently,1285,Research & Development,27,2,Medical,1,437,3,Male,83,2,3,Manufacturing Director,3,Married,11300,17407,2,No,Y,18,3,4,2,16,0,2,5,4,4,9
